iteration = 0
('C', 0, 0, 'D', 0):NONE=[0]
('C', 1, 3, 'R', 25):SHOOT=[-17.5]
('C', 1, 3, 'R', 50):STAY=[-20.0]
('C', 1, 3, 'R', 75):STAY=[-20.0]
('C', 1, 3, 'R', 100):STAY=[-20.0]
('C', 2, 0, 'D', 0):NONE=[0]
('C', 2, 0, 'D', 25):STAY=[0.0]
('C', 2, 0, 'D', 50):STAY=[0.0]
('C', 2, 0, 'D', 75):STAY=[0.0]
('C', 2, 0, 'D', 100):STAY=[0.0]
('C', 2, 0, 'R', 0):NONE=[0]
('C', 2, 0, 'R', 25):STAY=[-20.0]
('C', 2, 0, 'R', 50):STAY=[-20.0]
('C', 2, 0, 'R', 75):STAY=[-20.0]
('C', 2, 0, 'R', 100):STAY=[-20.0]
('C', 2, 1, 'D', 0):NONE=[0]
('C', 2, 1, 'D', 25):SHOOT=[15.0]
('C', 2, 1, 'D', 50):STAY=[0.0]
('C', 2, 1, 'D', 75):STAY=[0.0]
('C', 2, 1, 'D', 100):STAY=[0.0]
('C', 2, 1, 'R', 0):NONE=[0]
('C', 2, 1, 'R', 25):SHOOT=[-17.5]
('C', 2, 1, 'R', 50):STAY=[-20.0]
('C', 2, 1, 'R', 75):STAY=[-20.0]
('C', 2, 1, 'R', 100):STAY=[-20.0]
('C', 2, 2, 'D', 0):NONE=[0]
('C', 2, 2, 'D', 25):SHOOT=[15.0]
('C', 2, 2, 'D', 50):STAY=[0.0]
('C', 2, 2, 'D', 75):STAY=[0.0]
('C', 2, 2, 'D', 100):STAY=[0.0]
('C', 2, 2, 'R', 0):NONE=[0]
('C', 2, 2, 'R', 25):SHOOT=[-17.5]
('C', 2, 2, 'R', 50):STAY=[-20.0]
('C', 2, 2, 'R', 75):STAY=[-20.0]
('C', 2, 2, 'R', 100):STAY=[-20.0]
('C', 2, 3, 'D', 0):NONE=[0]
('C', 2, 3, 'D', 25):SHOOT=[15.0]
('C', 2, 3, 'D', 50):STAY=[0.0]
('C', 2, 3, 'D', 75):STAY=[0.0]
('C', 2, 3, 'D', 100):STAY=[0.0]
('C', 2, 3, 'R', 0):NONE=[0]
('C', 2, 3, 'R', 25):SHOOT=[-17.5]
('C', 2, 3, 'R', 50):STAY=[-20.0]
('C', 2, 3, 'R', 75):STAY=[-20.0]
('C', 2, 3, 'R', 100):STAY=[-20.0]
('N', 0, 0, 'D', 0):NONE=[0]
('N', 0, 0, 'D', 25):STAY=[0.0]
('N', 0, 0, 'D', 50):STAY=[0.0]
('N', 0, 0, 'D', 75):STAY=[0.0]
('N', 0, 0, 'D', 100):STAY=[0.0]
('N', 0, 0, 'R', 0):NONE=[0]
('N', 0, 0, 'R', 25):STAY=[0.0]
('N', 0, 0, 'R', 50):STAY=[0.0]
('N', 0, 0, 'R', 75):STAY=[0.0]
('N', 0, 0, 'R', 100):STAY=[0.0]
('N', 0, 1, 'D', 0):NONE=[0]
('N', 0, 1, 'D', 25):STAY=[0.0]
('N', 0, 1, 'D', 50):STAY=[0.0]
('N', 0, 1, 'D', 75):STAY=[0.0]
('N', 0, 1, 'D', 100):STAY=[0.0]
('N', 0, 1, 'R', 0):NONE=[0]
('N', 0, 1, 'R', 25):STAY=[0.0]
('N', 0, 1, 'R', 50):STAY=[0.0]
('N', 0, 1, 'R', 75):STAY=[0.0]
('N', 0, 1, 'R', 100):STAY=[0.0]
('N', 0, 2, 'D', 0):NONE=[0]
('N', 0, 2, 'D', 25):STAY=[0.0]
('N', 0, 2, 'D', 50):STAY=[0.0]
('N', 0, 2, 'D', 75):STAY=[0.0]
('N', 0, 2, 'D', 100):STAY=[0.0]
('N', 0, 2, 'R', 0):NONE=[0]
('N', 0, 2, 'R', 25):STAY=[0.0]
('N', 0, 2, 'R', 50):STAY=[0.0]
('N', 0, 2, 'R', 75):STAY=[0.0]
('N', 0, 2, 'R', 100):STAY=[0.0]
('N', 0, 3, 'D', 0):NONE=[0]
('N', 0, 3, 'D', 25):STAY=[0.0]
('N', 0, 3, 'D', 50):STAY=[0.0]
('N', 0, 3, 'D', 75):STAY=[0.0]
('N', 0, 3, 'D', 100):STAY=[0.0]
('N', 0, 3, 'R', 0):NONE=[0]
('N', 0, 3, 'R', 25):STAY=[0.0]
('N', 0, 3, 'R', 50):STAY=[0.0]
('N', 0, 3, 'R', 75):STAY=[0.0]
('N', 0, 3, 'R', 100):STAY=[0.0]
('N', 1, 0, 'D', 0):NONE=[0]
('N', 1, 0, 'D', 25):STAY=[0.0]
('N', 1, 0, 'D', 50):STAY=[0.0]
('N', 1, 0, 'D', 75):STAY=[0.0]
('N', 1, 0, 'D', 100):STAY=[0.0]
('N', 1, 0, 'R', 0):NONE=[0]
('N', 1, 0, 'R', 25):STAY=[0.0]
('N', 1, 0, 'R', 50):STAY=[0.0]
('N', 1, 0, 'R', 75):STAY=[0.0]
('N', 1, 0, 'R', 100):STAY=[0.0]
('N', 1, 1, 'D', 0):NONE=[0]
('N', 1, 1, 'D', 25):STAY=[0.0]
('N', 1, 1, 'D', 50):STAY=[0.0]
('N', 1, 1, 'D', 75):STAY=[0.0]
('N', 1, 1, 'D', 100):STAY=[0.0]
('N', 1, 1, 'R', 0):NONE=[0]
('N', 1, 1, 'R', 25):STAY=[0.0]
('N', 1, 1, 'R', 50):STAY=[0.0]
('N', 1, 1, 'R', 75):STAY=[0.0]
('N', 1, 1, 'R', 100):STAY=[0.0]
('N', 1, 2, 'D', 0):NONE=[0]
('N', 1, 2, 'D', 25):STAY=[0.0]
('N', 1, 2, 'D', 50):STAY=[0.0]
('N', 1, 2, 'D', 75):STAY=[0.0]
('N', 1, 2, 'D', 100):STAY=[0.0]
('N', 1, 2, 'R', 0):NONE=[0]
('N', 1, 2, 'R', 25):STAY=[0.0]
('N', 1, 2, 'R', 50):STAY=[0.0]
('N', 1, 2, 'R', 75):STAY=[0.0]
('N', 1, 2, 'R', 100):STAY=[0.0]
('N', 1, 3, 'D', 0):NONE=[0]
('N', 1, 3, 'D', 25):STAY=[0.0]
('N', 1, 3, 'D', 50):STAY=[0.0]
('N', 1, 3, 'D', 75):STAY=[0.0]
('N', 1, 3, 'D', 100):STAY=[0.0]
('N', 1, 3, 'R', 0):NONE=[0]
('N', 1, 3, 'R', 25):STAY=[0.0]
('N', 1, 3, 'R', 50):STAY=[0.0]
('N', 1, 3, 'R', 75):STAY=[0.0]
('N', 1, 3, 'R', 100):STAY=[0.0]
('N', 2, 0, 'D', 0):NONE=[0]
('N', 2, 0, 'D', 25):STAY=[0.0]
('N', 2, 0, 'D', 50):STAY=[0.0]
('N', 2, 0, 'D', 75):STAY=[0.0]
('N', 2, 0, 'D', 100):STAY=[0.0]
('N', 2, 0, 'R', 0):NONE=[0]
('N', 2, 0, 'R', 25):STAY=[0.0]
('N', 2, 0, 'R', 50):STAY=[0.0]
('N', 2, 0, 'R', 75):STAY=[0.0]
('N', 2, 0, 'R', 100):STAY=[0.0]
('N', 2, 1, 'D', 0):NONE=[0]
('N', 2, 1, 'D', 25):STAY=[0.0]
('N', 2, 1, 'D', 50):STAY=[0.0]
('N', 2, 1, 'D', 75):STAY=[0.0]
('N', 2, 1, 'D', 100):STAY=[0.0]
('N', 2, 1, 'R', 0):NONE=[0]
('N', 2, 1, 'R', 25):STAY=[0.0]
('N', 2, 1, 'R', 50):STAY=[0.0]
('N', 2, 1, 'R', 75):STAY=[0.0]
('N', 2, 1, 'R', 100):STAY=[0.0]
('N', 2, 2, 'D', 0):NONE=[0]
('N', 2, 2, 'D', 25):STAY=[0.0]
('N', 2, 2, 'D', 50):STAY=[0.0]
('N', 2, 2, 'D', 75):STAY=[0.0]
('N', 2, 2, 'D', 100):STAY=[0.0]
('N', 2, 2, 'R', 0):NONE=[0]
('N', 2, 2, 'R', 25):STAY=[0.0]
('N', 2, 2, 'R', 50):STAY=[0.0]
('N', 2, 2, 'R', 75):STAY=[0.0]
('N', 2, 2, 'R', 100):STAY=[0.0]
('N', 2, 3, 'D', 0):NONE=[0]
('N', 2, 3, 'D', 25):STAY=[0.0]
('N', 2, 3, 'D', 50):STAY=[0.0]
('N', 2, 3, 'D', 75):STAY=[0.0]
('N', 2, 3, 'D', 100):STAY=[0.0]
('N', 2, 3, 'R', 0):NONE=[0]
('N', 2, 3, 'R', 25):STAY=[0.0]
('N', 2, 3, 'R', 50):STAY=[0.0]
('N', 2, 3, 'R', 75):STAY=[0.0]
('N', 2, 3, 'R', 100):STAY=[0.0]
('E', 0, 0, 'D', 0):NONE=[0]
('E', 0, 0, 'D', 25):HIT=[0.0]
('E', 0, 0, 'D', 50):HIT=[0.0]
('E', 0, 0, 'D', 75):STAY=[0.0]
('E', 0, 0, 'D', 100):STAY=[0.0]
('E', 0, 0, 'R', 0):NONE=[0]
('E', 0, 0, 'R', 25):STAY=[-20.0]
('E', 0, 0, 'R', 50):STAY=[-20.0]
('E', 0, 0, 'R', 75):STAY=[-20.0]
('E', 0, 0, 'R', 100):STAY=[-20.0]
('E', 0, 1, 'D', 0):NONE=[0]
('E', 0, 1, 'D', 25):SHOOT=[35.0]
('E', 0, 1, 'D', 50):HIT=[0.0]
('E', 0, 1, 'D', 75):STAY=[0.0]
('E', 0, 1, 'D', 100):STAY=[0.0]
('E', 0, 1, 'R', 0):NONE=[0]
('E', 0, 1, 'R', 25):SHOOT=[-7.5]
('E', 0, 1, 'R', 50):STAY=[-20.0]
('E', 0, 1, 'R', 75):STAY=[-20.0]
('E', 0, 1, 'R', 100):STAY=[-20.0]
('E', 0, 2, 'D', 0):NONE=[0]
('E', 0, 2, 'D', 25):SHOOT=[35.0]
('E', 0, 2, 'D', 50):HIT=[0.0]
('E', 0, 2, 'D', 75):STAY=[0.0]
('E', 0, 2, 'D', 100):STAY=[0.0]
('E', 0, 2, 'R', 0):NONE=[0]
('E', 0, 2, 'R', 25):SHOOT=[-7.5]
('E', 0, 2, 'R', 50):STAY=[-20.0]
('E', 0, 2, 'R', 75):STAY=[-20.0]
('E', 0, 2, 'R', 100):STAY=[-20.0]
('E', 0, 3, 'D', 0):NONE=[0]
('E', 0, 3, 'D', 25):SHOOT=[35.0]
('E', 0, 3, 'D', 50):HIT=[0.0]
('E', 0, 3, 'D', 75):STAY=[0.0]
('E', 0, 3, 'D', 100):STAY=[0.0]
('E', 0, 3, 'R', 0):NONE=[0]
('E', 0, 3, 'R', 25):SHOOT=[-7.5]
('E', 0, 3, 'R', 50):STAY=[-20.0]
('E', 0, 3, 'R', 75):STAY=[-20.0]
('E', 0, 3, 'R', 100):STAY=[-20.0]
('E', 1, 0, 'D', 0):NONE=[0]
('E', 1, 0, 'D', 25):HIT=[0.0]
('E', 1, 0, 'D', 50):HIT=[0.0]
('E', 1, 0, 'D', 75):STAY=[0.0]
('E', 1, 0, 'D', 100):STAY=[0.0]
('E', 1, 0, 'R', 0):NONE=[0]
('E', 1, 0, 'R', 25):STAY=[-20.0]
('E', 1, 0, 'R', 50):STAY=[-20.0]
('E', 1, 0, 'R', 75):STAY=[-20.0]
('E', 1, 0, 'R', 100):STAY=[-20.0]
('E', 1, 1, 'D', 0):NONE=[0]
('E', 1, 1, 'D', 25):SHOOT=[35.0]
('E', 1, 1, 'D', 50):HIT=[0.0]
('E', 1, 1, 'D', 75):STAY=[0.0]
('E', 1, 1, 'D', 100):STAY=[0.0]
('E', 1, 1, 'R', 0):NONE=[0]
('E', 1, 1, 'R', 25):SHOOT=[-7.5]
('E', 1, 1, 'R', 50):STAY=[-20.0]
('E', 1, 1, 'R', 75):STAY=[-20.0]
('E', 1, 1, 'R', 100):STAY=[-20.0]
('E', 1, 2, 'D', 0):NONE=[0]
('E', 1, 2, 'D', 25):SHOOT=[35.0]
('E', 1, 2, 'D', 50):HIT=[0.0]
('E', 1, 2, 'D', 75):STAY=[0.0]
('E', 1, 2, 'D', 100):STAY=[0.0]
('E', 1, 2, 'R', 0):NONE=[0]
('E', 1, 2, 'R', 25):SHOOT=[-7.5]
('E', 1, 2, 'R', 50):STAY=[-20.0]
('E', 1, 2, 'R', 75):STAY=[-20.0]
('E', 1, 2, 'R', 100):STAY=[-20.0]
('E', 1, 3, 'D', 0):NONE=[0]
('E', 1, 3, 'D', 25):SHOOT=[35.0]
('E', 1, 3, 'D', 50):HIT=[0.0]
('E', 1, 3, 'D', 75):STAY=[0.0]
('E', 1, 3, 'D', 100):STAY=[0.0]
('E', 1, 3, 'R', 0):NONE=[0]
('E', 1, 3, 'R', 25):SHOOT=[-7.5]
('E', 1, 3, 'R', 50):STAY=[-20.0]
('E', 1, 3, 'R', 75):STAY=[-20.0]
('E', 1, 3, 'R', 100):STAY=[-20.0]
('E', 2, 0, 'D', 0):NONE=[0]
('E', 2, 0, 'D', 25):HIT=[0.0]
('E', 2, 0, 'D', 50):HIT=[0.0]
('E', 2, 0, 'D', 75):STAY=[0.0]
('E', 2, 0, 'D', 100):STAY=[0.0]
('E', 2, 0, 'R', 0):NONE=[0]
('E', 2, 0, 'R', 25):STAY=[-20.0]
('E', 2, 0, 'R', 50):STAY=[-20.0]
('E', 2, 0, 'R', 75):STAY=[-20.0]
('E', 2, 0, 'R', 100):STAY=[-20.0]
('E', 2, 1, 'D', 0):NONE=[0]
('E', 2, 1, 'D', 25):SHOOT=[35.0]
('E', 2, 1, 'D', 50):HIT=[0.0]
('E', 2, 1, 'D', 75):STAY=[0.0]
('E', 2, 1, 'D', 100):STAY=[0.0]
('E', 2, 1, 'R', 0):NONE=[0]
('E', 2, 1, 'R', 25):SHOOT=[-7.5]
('E', 2, 1, 'R', 50):STAY=[-20.0]
('E', 2, 1, 'R', 75):STAY=[-20.0]
('E', 2, 1, 'R', 100):STAY=[-20.0]
('E', 2, 2, 'D', 0):NONE=[0]
('E', 2, 2, 'D', 25):SHOOT=[35.0]
('E', 2, 2, 'D', 50):HIT=[0.0]
('E', 2, 2, 'D', 75):STAY=[0.0]
('E', 2, 2, 'D', 100):STAY=[0.0]
('E', 2, 2, 'R', 0):NONE=[0]
('E', 2, 2, 'R', 25):SHOOT=[-7.5]
('E', 2, 2, 'R', 50):STAY=[-20.0]
('E', 2, 2, 'R', 75):STAY=[-20.0]
('E', 2, 2, 'R', 100):STAY=[-20.0]
('E', 2, 3, 'D', 0):NONE=[0]
('E', 2, 3, 'D', 25):SHOOT=[35.0]
('E', 2, 3, 'D', 50):HIT=[0.0]
('E', 2, 3, 'D', 75):STAY=[0.0]
('E', 2, 3, 'D', 100):STAY=[0.0]
('E', 2, 3, 'R', 0):NONE=[0]
('E', 2, 3, 'R', 25):SHOOT=[-7.5]
('E', 2, 3, 'R', 50):STAY=[-20.0]
('E', 2, 3, 'R', 75):STAY=[-20.0]
('E', 2, 3, 'R', 100):STAY=[-20.0]
('W', 0, 0, 'D', 0):NONE=[0]
('W', 0, 0, 'D', 25):STAY=[0.0]
('W', 0, 0, 'D', 50):STAY=[0.0]
('W', 0, 0, 'D', 75):STAY=[0.0]
('W', 0, 0, 'D', 100):STAY=[0.0]
('W', 0, 0, 'R', 0):NONE=[0]
('W', 0, 0, 'R', 25):STAY=[0.0]
('W', 0, 0, 'R', 50):STAY=[0.0]
('W', 0, 0, 'R', 75):STAY=[0.0]
('W', 0, 0, 'R', 100):STAY=[0.0]
('W', 0, 1, 'D', 0):NONE=[0]
('W', 0, 1, 'D', 25):SHOOT=[2.5]
('W', 0, 1, 'D', 50):STAY=[0.0]
('W', 0, 1, 'D', 75):STAY=[0.0]
('W', 0, 1, 'D', 100):STAY=[0.0]
('W', 0, 1, 'R', 0):NONE=[0]
('W', 0, 1, 'R', 25):SHOOT=[2.5]
('W', 0, 1, 'R', 50):STAY=[0.0]
('W', 0, 1, 'R', 75):STAY=[0.0]
('W', 0, 1, 'R', 100):STAY=[0.0]
('W', 0, 2, 'D', 0):NONE=[0]
('W', 0, 2, 'D', 25):SHOOT=[2.5]
('W', 0, 2, 'D', 50):STAY=[0.0]
('W', 0, 2, 'D', 75):STAY=[0.0]
('W', 0, 2, 'D', 100):STAY=[0.0]
('W', 0, 2, 'R', 0):NONE=[0]
('W', 0, 2, 'R', 25):SHOOT=[2.5]
('W', 0, 2, 'R', 50):STAY=[0.0]
('W', 0, 2, 'R', 75):STAY=[0.0]
('W', 0, 2, 'R', 100):STAY=[0.0]
('W', 0, 3, 'D', 0):NONE=[0]
('W', 0, 3, 'D', 25):SHOOT=[2.5]
('W', 0, 3, 'D', 50):STAY=[0.0]
('W', 0, 3, 'D', 75):STAY=[0.0]
('W', 0, 3, 'D', 100):STAY=[0.0]
('W', 0, 3, 'R', 0):NONE=[0]
('W', 0, 3, 'R', 25):SHOOT=[2.5]
('W', 0, 3, 'R', 50):STAY=[0.0]
('W', 0, 3, 'R', 75):STAY=[0.0]
('W', 0, 3, 'R', 100):STAY=[0.0]
('W', 1, 0, 'D', 0):NONE=[0]
('W', 1, 0, 'D', 25):STAY=[0.0]
('W', 1, 0, 'D', 50):STAY=[0.0]
('W', 1, 0, 'D', 75):STAY=[0.0]
('W', 1, 0, 'D', 100):STAY=[0.0]
('W', 1, 0, 'R', 0):NONE=[0]
('W', 1, 0, 'R', 25):STAY=[0.0]
('W', 1, 0, 'R', 50):STAY=[0.0]
('W', 1, 0, 'R', 75):STAY=[0.0]
('W', 1, 0, 'R', 100):STAY=[0.0]
('W', 1, 1, 'D', 0):NONE=[0]
('W', 1, 1, 'D', 25):SHOOT=[2.5]
('W', 1, 1, 'D', 50):STAY=[0.0]
('W', 1, 1, 'D', 75):STAY=[0.0]
('W', 1, 1, 'D', 100):STAY=[0.0]
('W', 1, 1, 'R', 0):NONE=[0]
('W', 1, 1, 'R', 25):SHOOT=[2.5]
('W', 1, 1, 'R', 50):STAY=[0.0]
('W', 1, 1, 'R', 75):STAY=[0.0]
('W', 1, 1, 'R', 100):STAY=[0.0]
('W', 1, 2, 'D', 0):NONE=[0]
('W', 1, 2, 'D', 25):SHOOT=[2.5]
('W', 1, 2, 'D', 50):STAY=[0.0]
('W', 1, 2, 'D', 75):STAY=[0.0]
('W', 1, 2, 'D', 100):STAY=[0.0]
('W', 1, 2, 'R', 0):NONE=[0]
('W', 1, 2, 'R', 25):SHOOT=[2.5]
('W', 1, 2, 'R', 50):STAY=[0.0]
('W', 1, 2, 'R', 75):STAY=[0.0]
('W', 1, 2, 'R', 100):STAY=[0.0]
('W', 1, 3, 'D', 0):NONE=[0]
('W', 1, 3, 'D', 25):SHOOT=[2.5]
('W', 1, 3, 'D', 50):STAY=[0.0]
('W', 1, 3, 'D', 75):STAY=[0.0]
('W', 1, 3, 'D', 100):STAY=[0.0]
('W', 1, 3, 'R', 0):NONE=[0]
('W', 1, 3, 'R', 25):SHOOT=[2.5]
('W', 1, 3, 'R', 50):STAY=[0.0]
('W', 1, 3, 'R', 75):STAY=[0.0]
('W', 1, 3, 'R', 100):STAY=[0.0]
('W', 2, 0, 'D', 0):NONE=[0]
('W', 2, 0, 'D', 25):STAY=[0.0]
('W', 2, 0, 'D', 50):STAY=[0.0]
('W', 2, 0, 'D', 75):STAY=[0.0]
('W', 2, 0, 'D', 100):STAY=[0.0]
('W', 2, 0, 'R', 0):NONE=[0]
('W', 2, 0, 'R', 25):STAY=[0.0]
('W', 2, 0, 'R', 50):STAY=[0.0]
('W', 2, 0, 'R', 75):STAY=[0.0]
('W', 2, 0, 'R', 100):STAY=[0.0]
('W', 2, 1, 'D', 0):NONE=[0]
('W', 2, 1, 'D', 25):SHOOT=[2.5]
('W', 2, 1, 'D', 50):STAY=[0.0]
('W', 2, 1, 'D', 75):STAY=[0.0]
('W', 2, 1, 'D', 100):STAY=[0.0]
('W', 2, 1, 'R', 0):NONE=[0]
('W', 2, 1, 'R', 25):SHOOT=[2.5]
('W', 2, 1, 'R', 50):STAY=[0.0]
('W', 2, 1, 'R', 75):STAY=[0.0]
('W', 2, 1, 'R', 100):STAY=[0.0]
('W', 2, 2, 'D', 0):NONE=[0]
('W', 2, 2, 'D', 25):SHOOT=[2.5]
('W', 2, 2, 'D', 50):STAY=[0.0]
('W', 2, 2, 'D', 75):STAY=[0.0]
('W', 2, 2, 'D', 100):STAY=[0.0]
('W', 2, 2, 'R', 0):NONE=[0]
('W', 2, 2, 'R', 25):SHOOT=[2.5]
('W', 2, 2, 'R', 50):STAY=[0.0]
('W', 2, 2, 'R', 75):STAY=[0.0]
('W', 2, 2, 'R', 100):STAY=[0.0]
('W', 2, 3, 'D', 0):NONE=[0]
('W', 2, 3, 'D', 25):SHOOT=[2.5]
('W', 2, 3, 'D', 50):STAY=[0.0]
('W', 2, 3, 'D', 75):STAY=[0.0]
('W', 2, 3, 'D', 100):STAY=[0.0]
('W', 2, 3, 'R', 0):NONE=[0]
('W', 2, 3, 'R', 25):SHOOT=[2.5]
('W', 2, 3, 'R', 50):STAY=[0.0]
('W', 2, 3, 'R', 75):STAY=[0.0]
('W', 2, 3, 'R', 100):STAY=[0.0]
('S', 0, 0, 'D', 0):NONE=[0]
('S', 0, 0, 'D', 25):STAY=[0.0]
('S', 0, 0, 'D', 50):STAY=[0.0]
('S', 0, 0, 'D', 75):STAY=[0.0]
('S', 0, 0, 'D', 100):STAY=[0.0]
('S', 0, 0, 'R', 0):NONE=[0]
('S', 0, 0, 'R', 25):STAY=[0.0]
('S', 0, 0, 'R', 50):STAY=[0.0]
('S', 0, 0, 'R', 75):STAY=[0.0]
('S', 0, 0, 'R', 100):STAY=[0.0]
('S', 0, 1, 'D', 0):NONE=[0]
('S', 0, 1, 'D', 25):STAY=[0.0]
('S', 0, 1, 'D', 50):STAY=[0.0]
('S', 0, 1, 'D', 75):STAY=[0.0]
('S', 0, 1, 'D', 100):STAY=[0.0]
('S', 0, 1, 'R', 0):NONE=[0]
('S', 0, 1, 'R', 25):STAY=[0.0]
('S', 0, 1, 'R', 50):STAY=[0.0]
('S', 0, 1, 'R', 75):STAY=[0.0]
('S', 0, 1, 'R', 100):STAY=[0.0]
('S', 0, 2, 'D', 0):NONE=[0]
('S', 0, 2, 'D', 25):STAY=[0.0]
('S', 0, 2, 'D', 50):STAY=[0.0]
('S', 0, 2, 'D', 75):STAY=[0.0]
('S', 0, 2, 'D', 100):STAY=[0.0]
('S', 0, 2, 'R', 0):NONE=[0]
('S', 0, 2, 'R', 25):STAY=[0.0]
('S', 0, 2, 'R', 50):STAY=[0.0]
('S', 0, 2, 'R', 75):STAY=[0.0]
('S', 0, 2, 'R', 100):STAY=[0.0]
('S', 0, 3, 'D', 0):NONE=[0]
('S', 0, 3, 'D', 25):STAY=[0.0]
('S', 0, 3, 'D', 50):STAY=[0.0]
('S', 0, 3, 'D', 75):STAY=[0.0]
('S', 0, 3, 'D', 100):STAY=[0.0]
('S', 0, 3, 'R', 0):NONE=[0]
('S', 0, 3, 'R', 25):STAY=[0.0]
('S', 0, 3, 'R', 50):STAY=[0.0]
('S', 0, 3, 'R', 75):STAY=[0.0]
('S', 0, 3, 'R', 100):STAY=[0.0]
('S', 1, 0, 'D', 0):NONE=[0]
('S', 1, 0, 'D', 25):STAY=[0.0]
('S', 1, 0, 'D', 50):STAY=[0.0]
('S', 1, 0, 'D', 75):STAY=[0.0]
('S', 1, 0, 'D', 100):STAY=[0.0]
('S', 1, 0, 'R', 0):NONE=[0]
('S', 1, 0, 'R', 25):STAY=[0.0]
('S', 1, 0, 'R', 50):STAY=[0.0]
('S', 1, 0, 'R', 75):STAY=[0.0]
('S', 1, 0, 'R', 100):STAY=[0.0]
('S', 1, 1, 'D', 0):NONE=[0]
('S', 1, 1, 'D', 25):STAY=[0.0]
('S', 1, 1, 'D', 50):STAY=[0.0]
('S', 1, 1, 'D', 75):STAY=[0.0]
('S', 1, 1, 'D', 100):STAY=[0.0]
('S', 1, 1, 'R', 0):NONE=[0]
('S', 1, 1, 'R', 25):STAY=[0.0]
